,Title,Date,Text,Poster,MultiMedia
0,"Jul 30, 2022","Jul 30, 2022","Eggs and sausage…Now that’s an eggcellent pairing for #Breakfast! How do you like your eggs? 🍳 Credit: @dillgravlax #EggsAnytime #BreakfastInspo #EggsForBreakfast ⁠
⁠
Des oeufs et des saucisses... Voilà une combinaison délici'oeuf'se pour le déjeuner! Comment aimez-vous vos œufs? 🍳 Crédit : @dillgravlax #OeufsATouteHeure",eggsoeufs,https://scontent.cdninstagram.com/v/t51.2885-15/296366818_3346361268984031_7900459023465151468_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent.cdninstagram.com&_nc_cat=107&_nc_ohc=smZlmwRLAaEAX-ky6aw&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=Mjg5Mzg3NjI1ODk5MjY0OTk1Mg%3D%3D.2-ccb7-5&oh=00_AfDlyvQFbuXddVvGukUgnCZ0OLN0g4-9B3uSzLjD7vyyFg&oe=646637E9&_nc_sid=978cb9
0,"Aug 25, 2017","Aug 25, 2017","All the flavours of a Niçoise salad, minus the fork – perfect for a low-maintenance weekend. | Toutes les saveurs d’une salade niçoise, sans la fourchette. Ce plateau est parfait pour une fin de semaine sans stress.",eggsoeufs,https://scontent.cdninstagram.com/v/t51.2885-15/20987480_769440389894638_3738665857463615488_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent.cdninstagram.com&_nc_cat=110&_nc_ohc=rLsrcNYb63YAX96cw1k&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=MTU4OTQ5MDg5NDM2ODQ3MzQ4MQ%3D%3D.2-ccb7-5&oh=00_AfBeKbelIXFupU0eKz3LJplH6s9cWClZRfqRGGznumsU8w&oe=64675B51&_nc_sid=978cb9
0,"Sep 12, 2022","Sep 12, 2022","We know, it’s Monday, so here's some #EggBliss to ease you into the week. Just look at this runny yolk… Sooo satisfying…🤤 #EggYolk #EggDrip

On sait, c'est lundi, alors voici le #PlaisirDesOeufs pour vous détendre pendant la semaine. Regardez juste ce jaune d'oeuf coulant... Tellement satisfaisant...🤤",eggsoeufs,https://instagram.fymq2-1.fna.fbcdn.net/v/t51.2885-15/341723917_1697187590701984_3177054404630801145_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fymq2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=ECzg5N5zyfcAX8BsYG2&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA4NDQ5MzkzMTE2NjIxNjI0Ng%3D%3D.2-ccb7-5&oh=00_AfAllEdOd-c-Q9iu5eDKzH1L8imDmKoZNboNIdTXY-0u7g&oe=64670823&_nc_sid=6136e7
0,"Aug 21, 2019","Aug 21, 2019","Another month, another round up of your egg-cellent creations! Take a look at some of our favourites and don’t forget to tag us to be featured! 😍 | Un nouveau mois, une nouvelle tournée de nos déliciœufses créations! Voyez quelques-unes de nos préférées et n’oubliez pas de nous identifier pour être mis en vedette! 😍 📸: @theoliveandmango , @ihartnutrition, @sweetsugarbean, @cookwithlisha, @delishgreen, @pumps.kitchen, @thisisbiteintolife, @toastieee, @sneakymommies, @bestjessproject",eggsoeufs,https://scontent.cdninstagram.com/v/t51.2885-15/69678993_644669536043231_7328162539996664198_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent.cdninstagram.com&_nc_cat=111&_nc_ohc=I1MItL46x74AX8YoyMp&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=MjExNTQyODcwNzEyODAzOTg2MA%3D%3D.2-ccb7-5&oh=00_AfDGxndxutTkwLNVXcqE9EaYTt6jAHSdl2ATyTZutAwobA&oe=6465CEA0&_nc_sid=978cb9
0,"Nov 8, 2021","Nov 8, 2021","Get cracking with the @caleontwins 3 easy 🥚 hacks, and let us know which was your favourite in the comments ⬇️ #EggsAnytime",eggsoeufs,https://instagram.fymq2-1.fna.fbcdn.net/v/t51.2885-15/341723917_1697187590701984_3177054404630801145_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fymq2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=ECzg5N5zyfcAX8BsYG2&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA4NDQ5MzkzMTE2NjIxNjI0Ng%3D%3D.2-ccb7-5&oh=00_AfAllEdOd-c-Q9iu5eDKzH1L8imDmKoZNboNIdTXY-0u7g&oe=64670823&_nc_sid=6136e7
0,"Aug 23, 2021","Aug 23, 2021","We can't get over these egg-cellent dishes 😍 Make sure to tag us in your next meal for a chance to be featured! ⁠⁠
⁠⁠
Nous ne pouvons pas nous passer de ces délici'oeufs repas 😍 N'oubliez pas de nous identifier dans votre prochain repas pour avoir une chance d'être partagé!",eggsoeufs,https://scontent.cdninstagram.com/v/t51.2885-15/240419597_594764241688850_158182955676280967_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent.cdninstagram.com&_nc_cat=102&_nc_ohc=QOJ1CF9cQ0sAX9fAcbc&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=MjY0Njc5MzEyNTA2ODkyOTY5OQ%3D%3D.2-ccb7-5&oh=00_AfC1e8NyJtdyTM4kGZhlgMF4cKdSZsjFQXQowOzq1dqXJQ&oe=6465A18F&_nc_sid=978cb9
0,"Jun 19, 2017","Jun 19, 2017",Looking for a go-to Dessert Crêpe recipe?  2nd Generation Egg Farmer Susan Schafers uses this one without fail! Grab the link in our bio. | Vous cherchez une recette infaillible de crêpes desserts? La productrice d’œufs de 2e génération Susan Schafers utilise cette recette à tous coups! Suivez le lien dans notre profil.,eggsoeufs,https://scontent.cdninstagram.com/v/t51.2885-15/19227395_1441235752642190_5088831080849473536_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent.cdninstagram.com&_nc_cat=102&_nc_ohc=4qN3BfIS9OoAX-x_xxp&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=MTU0MDY1ODM0NzQ1OTI2Njk3Ng%3D%3D.2-ccb7-5&oh=00_AfAVyTfUtHKSg8MWEcpF__bNHMB0uAuRK9JkzxpR0Ny7vw&oe=64659107&_nc_sid=978cb9
0,"Aug 21, 2018","Aug 21, 2018",Cheese please! 🧀 Just give this Cheese and Bread Soufflé one taste and it’ll be your new favourite baking recipe. Link in bio. | Fabuleux fromage! 🍞 Une bouchée de ce soufflé au fromage onctueux et cette recette deviendra vite votre préférée! Suivez le lien vers la recette dans notre profil.,eggsoeufs,https://scontent.cdninstagram.com/v/t51.2885-15/39140816_2143122849242565_7542391587469262848_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent.cdninstagram.com&_nc_cat=109&_nc_ohc=K_ry738HPW0AX-5-fag&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=MTg1MDk1NTkxODEwNDE4MjIzMw%3D%3D.2-ccb7-5&oh=00_AfDS_3WlJPmRP7JpqAYSrQDvcZGd9pojUPU041M2-h5WUg&oe=64667174&_nc_sid=978cb9
0,"Jul 24, 2017","Jul 24, 2017","Who says you can’t grill on a weeknight? These sweet peppers with cheesy, herbed eggs come together in a flash. Link in our bio! | Ajoutez une touche festive à vos soirs de semaine en cuisinant sur le gril! Ces savour-œufs poivrons doux aux œufs et au fromage se préparent en un tour de main! Suivez le lien dans notre profil!",eggsoeufs,https://scontent.cdninstagram.com/v/t51.2885-15/20214514_151018052119523_3092047471510028288_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent.cdninstagram.com&_nc_cat=111&_nc_ohc=WIwdzDEjVawAX9L2-e6&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=MTU2NjI2NzA5NTczMzAyMjU4Nw%3D%3D.2-ccb7-5&oh=00_AfB5nLjAs81aueaRf6nsbSoE_DwaRkxN7qS0XT5wCtH8LQ&oe=646621C5&_nc_sid=978cb9
0,"Jan 5, 2018","Jan 5, 2018","Crustless Carrot Quiches. Try saying that five times fast! 😂 | Ces quiches aux carottes sans croûte sont craquantes. Maintenant, essayez de le dire cinq fois sans rire! 🥕",eggsoeufs,https://scontent.cdninstagram.com/v/t51.2885-15/26159084_197570857460067_3743650334514348032_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent.cdninstagram.com&_nc_cat=103&_nc_ohc=ImYsgZHrosgAX-7VUuG&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=MTY4NTY1MTA3NDQyMDAxNDQ0OA%3D%3D.2-ccb7-5&oh=00_AfAeWm7s1w3UqtCIPQ_5m2paVe9LyZiSZg_WAXfglfeazA&oe=6465F81F&_nc_sid=978cb9
0,"Aug 1, 2018","Aug 1, 2018","Your dinner party guests will be s(peach)less when you serve up this divine Peach Summer Bundt Cake 🍑 #NationalPeachMonth | Après avoir goûté ce divin gâteau estival aux pêches et à la crème, vos invités ne pourront s’em(pêche)r d’en reprendre! 🍑",eggsoeufs,https://scontent.cdninstagram.com/v/t51.2885-15/37650466_598636520531422_7139786928009773056_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent.cdninstagram.com&_nc_cat=110&_nc_ohc=m1WZf6VUv60AX-UiUlq&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=MTgzNjM5ODQ1NTk4NDE5MTgyOA%3D%3D.2-ccb7-5&oh=00_AfAjeQIRb4EQ2UnG4I1sQn2pr-gnKDGl_b3hjKAfrLdDdw&oe=6466FB94&_nc_sid=978cb9
0,"May 6, 2022","May 6, 2022","Looking for drool-worthy breakfast spot? If you are in #Montreal, you have to stop by this eggsquisite restaurant, @arthursmtl! Try their mouth-watering egg breakfast sandwich, trust us 🤤. Check them out today and splurge on yourself this week! #LocalLove #SupportLocal⁠
⁠
Vous cherchez des endroits où prendre un déjeuner qui vous fera saliver ? Si vous êtes à #Montréal, vous devez vous arrêter chez @arthursmtl. Essayez leurs appétissants sandwichs déjeuner avec œufs, vous ne le regretterez pas 🤤. Faites-vous plaisir cette semaine et passez chez eux! #LocalLove #SupportLocal",eggsoeufs,https://scontent.cdninstagram.com/v/t51.2885-15/279954092_529624292092689_472605966143248344_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent.cdninstagram.com&_nc_cat=109&_nc_ohc=GTgCHdV83cYAX9dCRBZ&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=MjgzMjI2OTk2NDMzNTE2NzA5NQ%3D%3D.2-ccb7-5&oh=00_AfBD63eIrUKt_8bKB_fZzIMG89404dDdxppVrs6AF7YCyA&oe=64661E38&_nc_sid=978cb9
0,"Jul 23, 2022","Jul 23, 2022","Test out your chef skills with this simple #PastaDough recipe by @chefromainavril! You’ll be sure to impress yourself and your guests with a delicious pasta dinner 🤤 #EggsAnytime

Mettez vos talents de chef à l'épreuve avec cette recette simple de #Pâtes par @chefromainavril! Vous serez sûr de vous épater et d'impressionner vos invités avec un délicieux repas de pâtes 🤤#OeufsATouteHeure",eggsoeufs,https://instagram.fymq2-1.fna.fbcdn.net/v/t51.2885-15/341723917_1697187590701984_3177054404630801145_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fymq2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=ECzg5N5zyfcAX8BsYG2&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA4NDQ5MzkzMTE2NjIxNjI0Ng%3D%3D.2-ccb7-5&oh=00_AfAllEdOd-c-Q9iu5eDKzH1L8imDmKoZNboNIdTXY-0u7g&oe=64670823&_nc_sid=6136e7
0,"Nov 28, 2021","Nov 28, 2021","Happy first night of #Hanukkah! The 8 days where Latkes are acceptable at every meal 🕎. Recipe in the link in bio! #EggsAnytime⁠
⁠
C'est la première nuit de #Hanouka! Les 8 jours où les latkes sont acceptables à tous les repas 🕎. Recette dans le lien en bio ! #OeufsATouteHeure",eggsoeufs,https://scontent.cdninstagram.com/v/t51.2885-15/261452017_445554330472316_1769322014727798580_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent.cdninstagram.com&_nc_cat=108&_nc_ohc=UA6UmZSTDuUAX-y9drT&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=MjcxNzE3MjQ3Nzc5MDY4MTY1NA%3D%3D.2-ccb7-5&oh=00_AfC-zAd2v3j82GUzSEZaF0Syu1KkVxUQ8gmBhac__ZUpKg&oe=64661EDD&_nc_sid=978cb9
0,"Feb 25, 2020","Feb 25, 2020","Made with oats and sweetened with bananas – these healthy pancakes are the perfect way to celebrate #NationalPancakeDay 💪🏻🍌🥞| Préparées avec de l’avoine et sucrées avec des bananes, ces crêpes santé sont la façon parfaite de célébrer la #JournéeNationaleDesCrêpes 💪🏻🍌🥞",eggsoeufs,https://scontent.cdninstagram.com/v/t51.2885-15/87350761_119992406242722_2366304423576425763_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent.cdninstagram.com&_nc_cat=106&_nc_ohc=5AOTbiXwnAcAX8Q4HEj&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=MjI1MTc2MDk2MzQ1MTAxNjYwMg%3D%3D.2-ccb7-5&oh=00_AfBj8_tXVonk5pwvxsDXcbWpkD9J_ggxIlw6YEMzre0AOQ&oe=64660428&_nc_sid=978cb9
0,"Oct 22, 2021","Oct 22, 2021","What's your favourite fall soup 🥣? Make our light yet filling Egg Drop soup your next lunch staple, find the recipe in the link in bio.⁠
⁠
Quelle est votre soupe d'automne préférée 🥣 ? Faites de notre soupe à l'oeuf, légère mais rassasiante, votre prochain aliment de base pour le dîner. Vous trouverez la recette dans le lien dans la bio.",eggsoeufs,https://instagram.fymq2-1.fna.fbcdn.net/v/t51.2885-15/341723917_1697187590701984_3177054404630801145_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fymq2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=ECzg5N5zyfcAX8BsYG2&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA4NDQ5MzkzMTE2NjIxNjI0Ng%3D%3D.2-ccb7-5&oh=00_AfAllEdOd-c-Q9iu5eDKzH1L8imDmKoZNboNIdTXY-0u7g&oe=64670823&_nc_sid=6136e7
0,"Jan 23, 2020","Jan 23, 2020","Our favourite winter recipes, courtesy of you! ❄️ Keep tagging us for a chance to be featured in our monthly roundup! | Voici nos recettes hivernales préférées, une gracieuseté de vous! ❄️ N’oubliez pas de nous identifier pour courir la chance d’être présenté dans notre tour d’horizon mensuel!",eggsoeufs,https://scontent.cdninstagram.com/v/t51.2885-15/80874734_2480849148693674_7681808464238032304_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent.cdninstagram.com&_nc_cat=102&_nc_ohc=5gvJBPhxDlwAX8AGwmb&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=MjIyODA1MjQ4NTc4MzA4NDI5Mg%3D%3D.2-ccb7-5&oh=00_AfAU_WTb54NJkzQBHCn3fNS21pIHPfDS5X_S292ENb-Kng&oe=64674A40&_nc_sid=978cb9
0,"Jan 14, 2020","Jan 14, 2020","Whether you’re eating out, or whipping a brunch together, the options with eggs are endless! | Le brunch et les œufs vont de pair! Préférez-vous manger à l’extérieur ou vous gâter à la maison?",eggsoeufs,https://scontent.cdninstagram.com/v/t51.2885-15/82402831_2473579409582675_3024432835442213049_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent.cdninstagram.com&_nc_cat=111&_nc_ohc=AO75w9v3VykAX-anrv5&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=MjIyMTMyMTM3MzQ4NTQ5NjkwNg%3D%3D.2-ccb7-5&oh=00_AfDD5wXCbbKi7MTY6h7tL3IvQ9XmiiiqA7NuPuwvR9Hsww&oe=6465C6F0&_nc_sid=978cb9
0,"Jul 31, 2017","Jul 31, 2017","Start your week with a burst of energy (and this good-for-you, desk-ready lunch). No more sad salad! 🥗 | Commencez la semaine avec une dose d’énergie (et cette salade idéale pour manger au bureau). Fini les salades tristounettes!",eggsoeufs,https://scontent.cdninstagram.com/v/t51.2885-15/20481782_116569715658830_6745062502746292224_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent.cdninstagram.com&_nc_cat=102&_nc_ohc=IIDZ9oF2p-YAX_Ciic9&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=MTU3MTE1OTMzODQxOTc5MzgwMQ%3D%3D.2-ccb7-5&oh=00_AfBOkBbfy3aOBotwbl4tj_6rTD0KXzzI9j4ZPGWO3cynwg&oe=64672A27&_nc_sid=978cb9
0,"Jul 26, 2022","Jul 26, 2022","The Perfect Brunch Eggsperience w/@eggsoeufs ✨#ad
📍Figo Toronto | 295 Adelaide St W.
@figotoronto

🍝 Spaghetti Carbonara
🍳Eggs Benedict

#EggsAnytime #BrunchTime🍳 #LocalLove
.
.
.
.
.
.
.
#torontobrunch #brunching #eggs #carbonara #eggsbenedict #eggsbenny #italianfood #igtoronto #torontoigers #blogto #tofoodies #torontolife #foodTO #todotoronto #torontoeats #torontofood #tastetoronto #foodblogger #foodblog #foodphotography #igerstoronto #foodiegram #foodstagram #eeeeats",eatnmingle,https://instagram.fymq2-1.fna.fbcdn.net/v/t51.2885-15/343461563_779036773579267_8568707003762300439_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fymq2-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=99w32BOzoroAX_a5ybU&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA4OTA3NjUzMTU0NDc5MzYwNA%3D%3D.2-ccb7-5&oh=00_AfBiKZdMMRSK7s_qsCPfWSCPxPQDyAx7ja_i1raWjgBOqg&oe=6465FCCD&_nc_sid=6136e7
0,"Jul 30, 2019","Jul 30, 2019","Sometimes, simplicity is key. 👌 Protein and healthy fats from egg? Check. Fiber from whole grain toast? Check. | Parfois, la simplicité est la clé.👌 Des protéines et des bons gras provenant des œufs? Oui. Des fibres provenant d’une rôtie de grains entiers? Oui.",eggsoeufs,https://scontent.cdninstagram.com/v/t51.2885-15/66405846_359973697977549_6570646056075217803_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent.cdninstagram.com&_nc_cat=109&_nc_ohc=I3KXMX2v8ZAAX895bux&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=MjA5OTQ3OTQzODgwMTk4NzQxNQ%3D%3D.2-ccb7-5&oh=00_AfCkI7ewl-n8Ka57ALanXsRiy3QezLoLxuW3cm-6RdaUBA&oe=6466D38B&_nc_sid=978cb9
0,"Jun 7, 2019","Jun 7, 2019",It’s that time of the week: #FriedEggFriday! Do you like your eggs sunny side up or over easy? 🍳 | C’est #vendredi : faites-vous plaisir avec des œufs frits! Préférez-vous vos œufs au miroir ou tournés? 🍳,eggsoeufs,https://scontent.cdninstagram.com/v/t51.2885-15/61705457_369969876959876_6454229737864594145_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent.cdninstagram.com&_nc_cat=108&_nc_ohc=77RtNnXUCoQAX-ygAys&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=MjA2MTE3Mzg3OTkxMzAzMDA3Mw%3D%3D.2-ccb7-5&oh=00_AfCpFevxd7pdQHMZ9B06wjCSKNqtzfuwk-LNC3Wn5Gs5-Q&oe=6465D1D1&_nc_sid=978cb9
0,"Jul 15, 2022","Jul 15, 2022","Leftover rice in the fridge? This super simple shrimp #StirFry makes for an eggcellent dinner 🥚🥦🍤 Get the most out of your leftovers with more recipe inspo with the link in bio! #EggsAnytime #LeftoverMealIdeas⁠
⁠
Des restants de riz dans le frigo? Ce riz frit avec oeufs et crevettes est un souper excellent et super simple 🥚🥦🍤 Profitez au maximum de vos restants avec plus d'inspiration de recettes avec le lien dans notre bio! #OeufsATouteHeure",eggsoeufs,https://scontent.cdninstagram.com/v/t51.2885-15/293450480_1762474627422430_8223577287885454453_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent.cdninstagram.com&_nc_cat=110&_nc_ohc=MYdfv-WZOaAAX87oV9Y&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=Mjg4MzEyNDUxODM5NjEzNDI0OQ%3D%3D.2-ccb7-5&oh=00_AfBPBSj5XyWKzyWNHD3eweaULmd0WFgu1AbHpwmZ9Db3WA&oe=64673788&_nc_sid=978cb9
0,"May 19, 2020","May 19, 2020",Combining the two best foods (pizza and pancakes) to make these Pizza Dippers with marinara sauce! 🍕 Grab the link in our bio | La combinaison des deux meilleurs plats (pizza et crêpes) crée ces bâtonnets de crêpes à la pizza avec trempette marinara! 🍕 Cliquez sur le lien dans notre bio.,eggsoeufs,https://instagram.fymq2-1.fna.fbcdn.net/v/t51.2885-15/341723917_1697187590701984_3177054404630801145_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fymq2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=ECzg5N5zyfcAX8BsYG2&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA4NDQ5MzkzMTE2NjIxNjI0Ng%3D%3D.2-ccb7-5&oh=00_AfAllEdOd-c-Q9iu5eDKzH1L8imDmKoZNboNIdTXY-0u7g&oe=64670823&_nc_sid=6136e7
0,"May 20, 2022","May 20, 2022","DYK? We have a monthly newsletter, and the May edition is here just in time for #LongWeekend fun! Whether you're hanging with friends or attending a family gathering, we have 10 eggceptional recipes for you to bring to the table. From zesty avocado devilled eggs to egg tortilla rolls, these crowd-pleasers are the ultimate dishes for any gathering this weekend. Give these a try by checking out the link in our bio to sign up for #EggsAnytime recipes in your inbox each month! #EggMealInspo ⁠
⁠
Est-ce que vous saviez que nous avons une infolettre mensuelle, et l'édition de mai arrive juste à temps pour le #LongWeekend ! Que vous soyez entre amis ou en famille, nous vous proposons 10 recettes exceptionnelles à base d'œufs à mettre sur la table. Des œufs farcis à l'avocat aux rouleaux de tortilla aux œufs, ces recettes qui plaisent à tout le monde sont les plats idéaux pour toute réunion ce week-end. Essayez-les en cliquant sur le lien dans notre bio et inscrivez-vous pour recevoir chaque mois des recettes #OeufsATouteHeure dans votre boîte de réception! #InspoRecetteOeuf",eggsoeufs,https://scontent.cdninstagram.com/v/t51.2885-15/281952931_5659141560795489_6693434582233011639_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent.cdninstagram.com&_nc_cat=109&_nc_ohc=00I59de-AVgAX_Q87WA&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=Mjg0MjQxNjU3Mzc5MTI5NjQ1Mg%3D%3D.2-ccb7-5&oh=00_AfA9NGSPStlvz3w48tgic7O7F-iK38waDeAGSUYXvHGCWQ&oe=64663CBC&_nc_sid=978cb9
0,"Jun 2, 2017","Jun 2, 2017",We love this beautiful breakfast topped with a 7-minute egg from @nancyscravings! 🥚 🥚 | De toute beauté! Nous adorons le déjeuner mettant en vedette un œuf poché 7 minutes de @nancyscravings!,eggsoeufs,https://scontent.cdninstagram.com/v/t51.2885-15/18809540_1822240711427759_5670865721450561536_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent.cdninstagram.com&_nc_cat=111&_nc_ohc=8GkXVe-h57UAX-u5BiI&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=MTUyODU0ODU3NTY1MDIwOTQ0NA%3D%3D.2-ccb7-5&oh=00_AfAGJGMqOCEbT-eoBb5b2k5C54xuIxR0T04lJaALxGEQaw&oe=6466D8E0&_nc_sid=978cb9
0,"Jul 22, 2022","Jul 22, 2022","#Strawberries are in season, so treat yourself to these eggsquisite stuffed #FrenchToasts! With an orange-scented egg custard, this recipe is an eggsplosion of flavour 🤤 Let us know how you like it in the comments below! #EggsAnytime⁠
⁠
Les #fraises sont en saison, alors faites-vous plaisir avec ces #PainsDorés farcis délici'oeufs! Avec une crème anglaise à l'orange, cette recette est une explosion de saveur 🤤 Faites-nous savoir si vous l'aimez dans les commentaires ci-dessous! #OeufsATouteHeure",eggsoeufs,https://instagram.fymq2-1.fna.fbcdn.net/v/t51.2885-15/341723917_1697187590701984_3177054404630801145_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fymq2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=ECzg5N5zyfcAX8BsYG2&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA4NDQ5MzkzMTE2NjIxNjI0Ng%3D%3D.2-ccb7-5&oh=00_AfAllEdOd-c-Q9iu5eDKzH1L8imDmKoZNboNIdTXY-0u7g&oe=64670823&_nc_sid=6136e7
0,"Aug 30, 2021","Aug 30, 2021","What's your favourite way to dress up a classic hard boiled egg? Whether you're on the go or having brunch at home, this protein packed snack will forever make the perfect breakfast 🥚⁠
⁠
Don't forget to share it with your family! #EggsAnyTime #EggsForBreakfast⁠
⁠
Quelle est votre façon préférée d'agrémenter un œuf à la coque classique? Que vous soyez pressé ou que vous preniez un brunch à la maison, cette collation pleine de protéines sera toujours le petit déjeuner parfait🥚⁠
⁠
N'hésitez pas à le partager avec votre famille! #OeufsATouteHeure",eggsoeufs,https://instagram.fymq2-1.fna.fbcdn.net/v/t51.2885-15/341723917_1697187590701984_3177054404630801145_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fymq2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=ECzg5N5zyfcAX8BsYG2&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA4NDQ5MzkzMTE2NjIxNjI0Ng%3D%3D.2-ccb7-5&oh=00_AfAllEdOd-c-Q9iu5eDKzH1L8imDmKoZNboNIdTXY-0u7g&oe=64670823&_nc_sid=6136e7
0,"Jul 5, 2019","Jul 5, 2019","This weekend we’re making egg dishes inspired by travel. 🌎 Comment below which of these dishes you would try? | Cette fin de semaine, nous préparons des plats à base d’œufs inspirés de voyages. 🌎 Quel plat aimeriez-vous essayer? Laissez-nous un commentaire ci-dessous!",eggsoeufs,https://scontent.cdninstagram.com/v/t51.2885-15/64346842_2086954201609934_6913661448636139376_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent.cdninstagram.com&_nc_cat=102&_nc_ohc=WZg4heif-scAX8AKqqZ&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=MjA4MTQwNTM2NzExNTc0ODc0NQ%3D%3D.2-ccb7-5&oh=00_AfCImT6pH2P1q3mRDN_2i7flD6Q3H0ZLoCr04x_V7Tbm9g&oe=64660B12&_nc_sid=978cb9
0,"Oct 2, 2020","Oct 2, 2020",Need inspiration for tonight’s dinner? Try this fusion Samosa Frittata recipe ✅ fill it with your go-to veggies for a nutrient-packed meal 🍳 Vous avez besoin d’inspiration pour le souper de ce soir? Essayez cette recette fusion de frittata style samosa ✅ et remplissez-la de vos légumes préférés pour un repas nutritif 🍳,eggsoeufs,https://instagram.fymq2-1.fna.fbcdn.net/v/t51.2885-15/341723917_1697187590701984_3177054404630801145_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fymq2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=ECzg5N5zyfcAX8BsYG2&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA4NDQ5MzkzMTE2NjIxNjI0Ng%3D%3D.2-ccb7-5&oh=00_AfAllEdOd-c-Q9iu5eDKzH1L8imDmKoZNboNIdTXY-0u7g&oe=64670823&_nc_sid=6136e7
0,"Aug 3, 2021","Aug 3, 2021","Congratulations @EllieBlack_! We are egg-ceptionally proud 💪⁠⁠
⁠⁠
Félicitations @EllieBlack_ ! Nous sommes fabulœufment fiers 💪⁠⁠",eggsoeufs,https://instagram.fymq2-1.fna.fbcdn.net/v/t51.2885-15/341723917_1697187590701984_3177054404630801145_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fymq2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=ECzg5N5zyfcAX8BsYG2&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA4NDQ5MzkzMTE2NjIxNjI0Ng%3D%3D.2-ccb7-5&oh=00_AfAllEdOd-c-Q9iu5eDKzH1L8imDmKoZNboNIdTXY-0u7g&oe=64670823&_nc_sid=6136e7
